4603,-647,16228,-109,-1,7
4601,-654,16254,-101,-3,12
4609,-666,16254,-100,-1,4
4606,-663,16244,-96,-4,-4
4611,-661,16244,-90,-6,1
4608,-654,16238,-100,0,7
4598,-660,16249,-98,0,10
4595,-659,16266,-90,-6,6
4601,-659,16248,-92,-6,-4
4598,-646,16231,-88,-11,-4
4603,-646,16232,-89,-10,5
4609,-653,16218,-100,-3,11
4604,-660,16225,-94,-6,10
4610,-665,16238,-87,-10,3
4610,-664,16227,-91,-9,-5
4610,-658,16233,-89,-12,0
4614,-658,16238,-94,-7,10
4607,-663,16227,-102,-1,12
4604,-667,16236,-92,-8,8
4607,-667,16245,-89,-11,0
4606,-661,16229,-93,-9,-5
4604,-655,16229,-90,-12,3
4613,-659,16231,-96,-8,10
4613,-662,16223,-99,-6,9
4614,-665,16235,-88,-11,3
4621,-664,16229,-90,-11,-2
4617,-660,16209,-96,-10,0
4615,-662,16211,-95,-9,11
4617,-672,16218,-100,-4,13
4613,-675,16218,-97,-7,7
4613,-675,16229,-87,-14,0
4617,-670,16212,-91,-12,-3
4611,-667,16200,-94,-10,2
4611,-673,16210,-95,-10,10
4613,-678,16209,-100,-8,8
4610,-682,16210,-94,-10,1
4613,-676,16216,-89,-13,-1
4616,-671,16208,-96,-9,0
4611,-669,16203,-96,-9,7
4611,-673,16215,-96,-8,12
4609,-675,16209,-99,-9,6
4606,-674,16211,-90,-14,1
4611,-670,16208,-90,-14,0
4609,-668,16197,-98,-9,3
4603,-664,16199,-98,-12,11
4604,-669,16208,-98,-10,11
4604,-670,16204,-98,-10,3
4602,-668,16206,-91,-16,0
4611,-665,16198,-94,-14,2
4610,-662,16184,-100,-11,7
4610,-666,16195,-96,-10,15
4612,-674,16203,-96,-10,11
4612,-673,16199,-94,-13,3
4612,-668,16205,-89,-16,3
4617,-670,16203,-96,-11,6
4615,-671,16197,-99,-9,11
4610,-673,16211,-94,-11,12
4611,-674,16214,-95,-10,5
4609,-673,16207,-92,-13,0
4611,-667,16207,-91,-15,2
4616,-668,16205,-99,-10,7
4611,-667,16204,-98,-10,10
4612,-670,16216,-93,-13,7
4617,-671,16213,-95,-13,0
4616,-668,16210,-92,-15,-1
4616,-667,16217,-93,-13,5
4613,-666,16212,-100,-9,9
4609,-669,16211,-96,-12,10
4611,-672,16222,-92,-14,4
4613,-669,16213,-95,-14,-1
4611,-665,16213,-94,-16,2
4616,-663,16217,-95,-14,8
4615,-667,16214,-100,-10,10
4610,-671,16220,-94,-14,6
4613,-673,16226,-91,-16,1
4614,-670,16214,-95,-13,0
4612,-666,16217,-94,-14,6
4615,-670,16223,-97,-11,12
4612,-674,16216,-99,-10,9
4611,-674,16219,-92,-15,4
4614,-673,16224,-92,-15,0
4615,-669,16213,-95,-13,2
4614,-670,16215,-94,-13,9
4616,-677,16217,-98,-10,11
4612,-681,16214,-96,-11,5
4613,-679,16224,-89,-15,1
4616,-673,16221,-93,-14,0
4612,-668,16212,-96,-13,4
4612,-669,16218,-94,-13,10
4614,-673,16221,-96,-11,8
4614,-675,16218,-93,-12,2
4616,-674,16219,-88,-15,1
4619,-673,16211,-96,-12,4
4616,-671,16206,-97,-11,10
4615,-675,16222,-94,-11,13
4614,-677,16221,-96,-10,6
4613,-676,16216,-92,-14,0
4617,-674,16219,-89,-16,1
4622,-675,16213,-97,-11,5
4616,-678,16215,-97,-11,10
4618,-682,16228,-93,-12,9
4620,-684,16228,-94,-12,1
4619,-681,16228,-92,-15,0
4623,-678,16232,-92,-15,4
4623,-679,16227,-98,-9,9
4617,-679,16228,-95,-12,11
4620,-683,16233,-91,-14,6
4622,-681,16225,-92,-14,0
4621,-678,16221,-91,-16,1
4626,-679,16226,-95,-13,8
4625,-682,16223,-99,-9,11
4622,-683,16231,-93,-12,7
4629,-683,16233,-91,-14,0
4630,-680,16221,-92,-13,-2
4630,-675,16220,-92,-13,3
4634,-678,16225,-96,-10,10
4632,-683,16227,-98,-9,9
4631,-684,16236,-90,-14,3
4634,-681,16234,-90,-15,-2
4638,-675,16220,-95,-14,0
4638,-672,16222,-94,-13,9
4641,-676,16229,-97,-10,11
4638,-680,16224,-96,-11,5
4637,-680,16229,-90,-16,0
4641,-677,16221,-93,-15,-1
4640,-674,16212,-97,-11,4
4638,-675,16220,-95,-12,12
4638,-682,16226,-97,-10,8
4637,-683,16224,-93,-13,0
4642,-679,16226,-88,-15,-1
4646,-677,16222,-94,-12,1
4642,-676,16219,-97,-11,7
4643,-682,16231,-94,-11,10
4644,-685,16232,-93,-11,3
4643,-681,16230,-90,-15,-2
4648,-678,16236,-89,-16,0
4651,-677,16230,-95,-11,5
4647,-677,16231,-96,-11,9
4646,-681,16242,-92,-14,8
4645,-681,16235,-91,-13,0
4642,-676,16233,-89,-16,0
4645,-671,16232,-91,-16,4
4647,-674,16226,-97,-11,9
4643,-675,16230,-92,-13,10
4644,-679,16238,-90,-16,5
4670,-677,16198,-1,-42,52
4590,-770,16204,227,-5,100
4507,-918,16214,402,74,158
4539,-1240,16400,462,180,125
4647,-1619,16666,444,287,-115
4604,-1803,16632,15,461,-187
4529,-1943,16540,-543,577,-305
4484,-2034,16491,-967,631,-616
4412,-2003,16535,-1403,593,-945
4413,-1836,16438,-1672,606,-1364
4470,-1505,16594,-2135,537,-2004
4667,-929,16543,-2593,565,-1815
4797,-527,16486,-2975,532,-1429
4893,-322,16455,-3066,583,-1006
4971,-187,16257,-2876,714,-672
5027,-124,16334,-2598,901,-224
5152,-179,16486,-2596,1061,355
5352,-339,16624,-2582,1074,941
5466,-599,16798,-2487,967,1278
5554,-833,16995,-2381,727,1422
5618,-1006,17170,-2434,411,1617
5646,-1177,17314,-2557,35,1732
5643,-1293,17423,-2661,-373,1756
5567,-1358,17506,-2762,-789,1688
5481,-1346,17541,-2889,-1142,1690
5430,-1321,17565,-3032,-1431,1775
5416,-1301,17611,-3105,-1719,1853
5472,-1299,17644,-3187,-2036,1946
5559,-1284,17691,-3247,-2393,2084
5639,-1327,17775,-3265,-2806,2208
5679,-1418,17859,-3264,-3276,2295
5699,-1559,17934,-3291,-3773,2350
5744,-1754,17971,-3379,-4250,2375
5828,-1959,17990,-3504,-4733,2324
5912,-2134,18048,-3711,-5257,2253
6045,-2269,18061,-3988,-5782,2186
6185,-2373,18093,-4275,-6319,2101
6290,-2427,18158,-4571,-6964,2002
6360,-2445,18159,-4847,-7684,1916
6311,-2463,18239,-5035,-8394,1757
6215,-2461,18225,-5194,-9094,1628
6066,-2483,18157,-5345,-9777,1568
5916,-2560,18025,-5491,-10369,1479
5769,-2625,17880,-5647,-10860,1369
5625,-2707,17788,-5871,-11249,1319
5510,-2811,17710,-6107,-11585,1253
5452,-2910,17613,-6333,-11872,1129
5444,-2992,17507,-6550,-12127,970
5462,-3065,17409,-6775,-12373,816
5527,-3171,17267,-6966,-12608,619
5630,-3261,17099,-7159,-12813,390
5796,-3316,16978,-7306,-13030,150
6006,-3379,16845,-7455,-13302,-88
6168,-3480,16738,-7652,-13587,-276
6307,-3641,16636,-7884,-13921,-505
6386,-3803,16549,-8164,-14279,-787
6415,-3955,16440,-8501,-14616,-1098
6405,-4089,16299,-8886,-14918,-1429
6392,-4193,16128,-9315,-15135,-1759
6376,-4270,15980,-9780,-15300,-2083
6328,-4334,15867,-10297,-15445,-2392
6285,-4399,15679,-10849,-15518,-2699
6282,-4436,15440,-11357,-15490,-3051
6360,-4423,15193,-11835,-15400,-3420
6516,-4338,14939,-12277,-15289,-3760
6729,-4209,14669,-12673,-15190,-4040
6962,-4074,14381,-12959,-15112,-4296
7186,-3963,14079,-13144,-15036,-4519
7389,-3905,13806,-13245,-14960,-4724
7569,-3913,13558,-13310,-14874,-4921
7714,-3960,13351,-13378,-14782,-5110
7809,-4065,13183,-13520,-14667,-5254
7873,-4239,13013,-13722,-14505,-5410
7946,-4412,12850,-13959,-14304,-5634
8039,-4541,12696,-14236,-14074,-5883
8129,-4629,12575,-14551,-13826,-6102
8235,-4706,12425,-14890,-13566,-6305
8340,-4770,12266,-15216,-13296,-6513
8453,-4833,12101,-15546,-12995,-6712
8578,-4899,11959,-15866,-12695,-6941
8715,-4952,11829,-16184,-12408,-7203
8858,-4980,11680,-16534,-12136,-7476
9023,-4958,11499,-16871,-11880,-7781
9211,-4869,11264,-17204,-11624,-8064
9415,-4723,11007,-17480,-11365,-8330
9626,-4523,10738,-17680,-11104,-8539
9826,-4305,10456,-17771,-10831,-8684
9993,-4129,10203,-17766,-10545,-8768
10127,-4056,9994,-17707,-10236,-8812
10239,-4072,9834,-17620,-9904,-8871
10311,-4170,9737,-17571,-9555,-8938
10374,-4326,9666,-17584,-9192,-9052
10447,-4475,9589,-17690,-8804,-9206
10566,-4566,9499,-17842,-8411,-9404
10740,-4569,9396,-18004,-8027,-9607
10961,-4495,9270,-18153,-7670,-9785
11217,-4371,9131,-18250,-7345,-9935
11476,-4234,8998,-18281,-7062,-10059
11720,-4104,8877,-18271,-6823,-10158
11925,-3999,8757,-18231,-6625,-10237
12089,-3909,8614,-18192,-6442,-10291
12214,-3819,8464,-18159,-6254,-10315
12323,-3729,8313,-18135,-6035,-10303
12447,-3614,8157,-18086,-5801,-10274
12595,-3480,8010,-17992,-5564,-10219
12753,-3331,7873,-17836,-5341,-10121
12908,-3207,7750,-17616,-5141,-9987
13048,-3115,7618,-17355,-4952,-9834
13178,-3026,7492,-17066,-4759,-9652
13308,-2943,7369,-16762,-4556,-9432
13451,-2865,7255,-16441,-4337,-9182
13619,-2789,7165,-16091,-4116,-8920
13807,-2708,7103,-15711,-3927,-8651
13995,-2626,7050,-15321,-3780,-8359
14173,-2553,7000,-14905,-3672,-8062
14331,-2482,6951,-14454,-3594,-7764
14469,-2417,6905,-13977,-3529,-7447
14587,-2375,6857,-13473,-3467,-7116
14707,-2363,6823,-12945,-3411,-6793
14830,-2361,6808,-12415,-3373,-6477
14969,-2350,6790,-11902,-3368,-6153
15106,-2315,6762,-11404,-3399,-5806
15221,-2249,6719,-10892,-3450,-5431
15317,-2171,6660,-10354,-3513,-5039
15408,-2077,6587,-9776,-3586,-4644
15503,-1950,6513,-9150,-3673,-4242
15586,-1813,6441,-8480,-3771,-3798
15643,-1689,6371,-7749,-3871,-3330
15679,-1595,6301,-6959,-3960,-2852
15699,-1534,6244,-6119,-4031,-2362
15720,-1499,6197,-5254,-4082,-1861
15745,-1488,6187,-4342,-4132,-1386
15773,-1488,6204,-3429,-4194,-901
15799,-1532,6262,-2503,-4267,-436
15847,-1592,6302,-1544,-4435,-74
15837,-1635,6327,-670,-4611,347
15799,-1711,6299,142,-4748,787
15730,-1793,6236,968,-4827,1164
15630,-1882,6176,1706,-4801,1572
15510,-2007,6104,2273,-4591,2019
15497,-2109,6067,2850,-4381,2373
15568,-2157,6020,3399,-4177,2703
15653,-2161,5984,3882,-3945,3102
15773,-2159,5995,4394,-3737,3523
15940,-2150,6028,4951,-3603,3913
