4582,-1799,15899,-130,-1,173
4600,-1833,15985,-97,-19,109
4646,-1879,15993,-108,-15,86
4667,-1891,15963,-100,-14,101
4666,-1913,16017,-83,-13,94
4671,-1950,16046,-86,-14,72
4668,-1938,16024,-74,-24,52
4667,-1932,16035,-63,-28,34
4683,-1939,16036,-79,-23,39
4685,-1932,16016,-80,-20,57
4687,-1951,16055,-72,-16,51
4694,-1970,16079,-79,-17,37
4696,-1959,16065,-75,-26,31
4698,-1957,16075,-70,-25,27
4698,-1963,16074,-81,-16,36
4692,-1960,16071,-77,-18,42
4698,-1979,16087,-69,-20,30
4703,-1990,16088,-68,-22,17
4700,-1977,16082,-65,-27,13
4705,-1982,16085,-63,-25,12
4708,-1991,16092,-70,-20,18
4704,-1990,16091,-64,-21,22
4710,-2004,16105,-61,-25,10
4717,-2011,16096,-66,-25,3
4714,-2001,16090,-66,-26,7
4718,-2008,16100,-67,-22,12
4718,-2014,16103,-72,-20,16
4709,-2013,16104,-65,-23,12
4714,-2027,16128,-61,-25,-1
4713,-2031,16124,-65,-26,-4
4715,-2022,16122,-64,-26,2
4718,-2031,16134,-65,-21,5
4715,-2036,16137,-65,-21,5
4712,-2031,16143,-59,-26,-2
4718,-2034,16149,-60,-28,-12
4722,-2028,16135,-63,-25,-8
4723,-2025,16139,-62,-23,0
4726,-2034,16149,-66,-21,0
4728,-2035,16150,-67,-22,0
4725,-2033,16153,-61,-25,-6
4728,-2036,16158,-66,-26,-11
4731,-2032,16146,-71,-24,-3
4731,-2036,16155,-67,-21,2
4733,-2049,16174,-67,-19,-2
4729,-2047,16174,-64,-25,-10
4729,-2040,16170,-59,-29,-19
4737,-2041,16169,-61,-25,-20
4739,-2038,16160,-64,-23,-10
4737,-2043,16172,-59,-23,-9
4738,-2053,16183,-58,-23,-17
4734,-2047,16171,-59,-28,-21
4734,-2040,16165,-59,-31,-22
4741,-2040,16158,-66,-25,-14
4739,-2043,16153,-68,-23,-3
4735,-2048,16164,-63,-25,-8
4739,-2059,16176,-64,-28,-19
4741,-2054,16161,-64,-31,-22
4741,-2052,16156,-64,-30,-20
4742,-2060,16163,-67,-26,-16
4740,-2058,16165,-65,-27,-16
4739,-2060,16179,-58,-30,-26
4747,-2064,16183,-59,-33,-35
4750,-2054,16162,-62,-34,-31
4751,-2052,16164,-63,-31,-22
4750,-2064,16173,-66,-26,-17
4744,-2064,16173,-65,-29,-19
4741,-2063,16177,-62,-34,-30
4746,-2064,16168,-66,-33,-32
4746,-2056,16153,-67,-30,-22
4745,-2060,16161,-65,-28,-17
4747,-2071,16172,-66,-28,-20
4742,-2068,16171,-61,-32,-28
4743,-2064,16168,-57,-34,-37
4746,-2063,16168,-64,-32,-33
4745,-2059,16163,-65,-29,-21
4742,-2066,16176,-61,-27,-20
4746,-2075,16186,-63,-28,-28
4746,-2068,16172,-60,-33,-33
4748,-2067,16171,-59,-33,-34
4749,-2067,16168,-66,-29,-25
4746,-2065,16164,-66,-28,-16
4745,-2072,16179,-61,-29,-22
4747,-2078,16181,-62,-31,-32
4748,-2068,16163,-62,-34,-33
4752,-2065,16165,-62,-32,-29
4754,-2068,16167,-66,-28,-22
4750,-2067,16172,-61,-29,-20
4746,-2071,16191,-56,-32,-31
4750,-2069,16190,-57,-34,-39
4750,-2055,16178,-57,-34,-33
4748,-2057,16186,-58,-30,-26
4750,-2062,16190,-62,-27,-20
4746,-2059,16186,-58,-30,-22
4750,-2065,16191,-55,-32,-32
4756,-2063,16191,-60,-32,-33
4750,-2055,16180,-61,-31,-24
4749,-2058,16188,-60,-27,-20
4747,-2063,16193,-61,-26,-21
4741,-2060,16186,-56,-31,-28
4744,-2063,16192,-54,-33,-35
4748,-2061,16184,-58,-30,-31
4745,-2056,16176,-57,-30,-23
4742,-2061,16182,-57,-29,-23
4745,-2066,16178,-58,-29,-27
4742,-2061,16172,-54,-32,-31
4744,-2060,16173,-56,-31,-32
4749,-2061,16165,-61,-28,-24
4747,-2061,16161,-59,-27,-18
4745,-2068,16174,-58,-27,-22
4749,-2071,16173,-59,-29,-28
4748,-2064,16167,-56,-31,-29
4750,-2063,16175,-58,-30,-29
4751,-2065,16171,-62,-28,-22
4748,-2060,16171,-59,-29,-20
4749,-2066,16178,-56,-30,-28
4751,-2066,16170,-58,-32,-32
4749,-2056,16163,-56,-33,-29
4752,-2055,16162,-58,-30,-25
4749,-2061,16170,-62,-27,-19
4745,-2061,16170,-57,-30,-20
4744,-2063,16183,-55,-31,-29
4746,-2061,16174,-59,-31,-30
4742,-2055,16167,-57,-32,-24
4743,-2060,16172,-58,-28,-22
4741,-2067,16171,-60,-26,-20
4741,-2064,16177,-55,-30,-24
4743,-2065,16182,-52,-31,-32
4742,-2062,16176,-58,-31,-29
4742,-2058,16170,-58,-29,-20
4740,-2066,16180,-58,-26,-19
4737,-2072,16185,-60,-26,-22
4735,-2065,16181,-55,-32,-28
4737,-2064,16185,-55,-33,-32
4739,-2060,16176,-59,-29,-26
4734,-2059,16174,-58,-28,-17
4733,-2064,16184,-56,-26,-20
4731,-2065,16185,-59,-27,-27
4726,-2055,16181,-58,-31,-31
4725,-2048,16173,-61,-29,-29
4724,-2045,16163,-67,-24,-21
4718,-2042,16163,-67,-26,-17
4713,-2043,16169,-68,-27,-25
4716,-2041,16156,-72,-29,-32
4722,-2032,16140,-72,-31,-30
4725,-2027,16131,-76,-28,-22
4728,-2036,16130,-79,-23,-16
4725,-2036,16129,-73,-26,-15
4726,-2041,16140,-69,-27,-26
4732,-2041,16130,-71,-27,-27
4730,-2033,16119,-67,-26,-18
4729,-2042,16132,-67,-22,-14
4729,-2049,16139,-68,-20,-12
4725,-2049,16146,-61,-24,-18
4725,-2050,16158,-60,-26,-26
4729,-2050,16152,-66,-25,-22
4728,-2041,16147,-65,-24,-12
4729,-2047,16158,-65,-21,-12
4729,-2053,16162,-66,-22,-16
4729,-2048,16155,-61,-27,-22
4732,-2046,16154,-62,-26,-24
4735,-2044,16147,-68,-22,-17
4731,-2042,16147,-66,-22,-10
4730,-2049,16160,-63,-21,-16
4730,-2056,16162,-64,-21,-22
4730,-2048,16152,-61,-24,-23
4733,-2048,16153,-63,-23,-20
4734,-2047,16150,-67,-19,-13
4729,-2044,16148,-63,-19,-10
4727,-2045,16157,-60,-22,-19
4730,-2044,16151,-64,-23,-24
4729,-2034,16140,-63,-24,-19
4730,-2039,16144,-63,-21,-14
4731,-2046,16146,-68,-20,-11
4727,-2045,16148,-64,-22,-13
4727,-2047,16149,-60,-23,-21
4732,-2046,16149,-64,-23,-22
4731,-2038,16141,-64,-23,-14
4731,-2043,16148,-62,-20,-12
4730,-2048,16149,-65,-19,-12
4726,-2042,16142,-62,-24,-16
4731,-2044,16147,-61,-24,-21
4735,-2045,16146,-66,-21,-17
4733,-2039,16146,-65,-21,-8
4734,-2047,16158,-65,-21,-8
4733,-2051,16157,-65,-21,-13
4731,-2045,16151,-62,-23,-15
4734,-2042,16152,-62,-24,-18
4737,-2044,16145,-65,-21,-13
4734,-2040,16138,-64,-20,-7
4734,-2045,16150,-61,-21,-10
4737,-2047,16153,-62,-23,-15
4736,-2040,16145,-60,-25,-15
4738,-2042,16147,-61,-23,-14
4738,-2043,16143,-66,-20,-8
4732,-2041,16139,-62,-21,-7
4729,-2046,16148,-60,-22,-14
4733,-2048,16147,-62,-23,-17
4732,-2040,16138,-60,-24,-14
4731,-2041,16143,-61,-23,-12
4732,-2048,16143,-64,-21,-7
4729,-2048,16142,-60,-23,-8
4728,-2049,16151,-59,-26,-17
